,0,1,MeanRecoveryTerm,AltMeanRecoveryTerm,Cluster
COF,12.041666666666666,21.6,13.75,6.7,0
COO,10.833333333333334,18.7,15.25,8.4,-1
COP,10.25,20.7,14.458333333333334,6.7,0
CPB,9.541666666666666,17.7,15.0,10.2,-1
CPT,8.458333333333334,14.6,16.708333333333332,10.5,-1
CRL,15.1875,22.8,11.666666666666666,5.2,-1
CRM,10.8125,21.3,14.833333333333334,6.4,0
CTLT,11.041666666666666,22.4,14.125,5.2,1
CTRA,9.666666666666666,16.2,16.083333333333332,11.0,-1
CTVA,8.75,20.8,15.541666666666666,5.8,0
CVS,9.416666666666666,20.2,15.916666666666666,6.7,0
CVX,12.5,19.0,13.666666666666666,8.9,-1
D,9.458333333333334,12.1,14.833333333333334,10.7,-1
DAL,10.75,22.8,13.5,5.2,1
DD,14.875,19.8,10.583333333333334,7.5,-1
DE,11.125,24.6,15.083333333333334,4.2,-1
DFS,11.916666666666666,24.0,13.5,3.9,-1
DG,9.5,20.4,13.916666666666666,7.4,0
DGX,10.416666666666666,20.8,15.083333333333334,7.0,0
DHI,14.458333333333334,18.8,9.833333333333334,8.4,-1
DHR,12.666666666666666,23.3,14.041666666666666,5.0,-1
DIS,9.625,21.9,13.25,4.3,-1
DLR,8.6875,15.5,17.583333333333332,9.6,-1
DOV,11.083333333333334,25.1,15.333333333333334,4.4,-1
DOW,10.208333333333334,23.3,14.208333333333334,4.6,1
DPZ,11.9375,17.9,14.125,8.7,-1
DRI,10.166666666666666,16.5,15.625,9.0,-1
DTE,9.75,16.2,16.5,9.7,-1
DUK,8.25,13.5,14.333333333333334,15.0,-1
DVA,10.416666666666666,20.0,12.708333333333334,6.5,0
DVN,8.875,16.8,16.583333333333332,9.9,-1
DXC,10.75,18.5,14.083333333333334,8.1,-1
ECL,6.708333333333333,22.3,16.25,6.6,-1
ED,9.041666666666666,13.2,16.333333333333332,13.0,-1
EFX,10.666666666666666,17.0,13.958333333333334,10.3,-1
EIX,9.458333333333334,17.6,17.458333333333332,9.0,-1
EL,15.125,22.0,12.541666666666666,4.9,-1
ELV,10.270833333333334,24.7,15.208333333333334,3.9,-1
EMN,14.166666666666666,21.9,14.041666666666666,6.1,-1
EMR,11.291666666666666,18.6,15.625,6.6,-1
EOG,8.125,17.9,17.041666666666668,9.8,-1
EPAM,6.791666666666667,23.4,17.291666666666668,4.5,-1
EQR,9.5,20.6,15.708333333333334,8.3,0
EQT,8.333333333333334,16.6,17.208333333333332,11.4,-1
ES,6.458333333333333,15.5,18.625,10.3,-1
ESS,8.125,18.0,18.0,8.8,-1
ETN,11.416666666666666,22.1,14.833333333333334,5.7,0
ETR,9.541666666666666,15.0,14.708333333333334,14.0,-1
EVRG,11.0,16.0,15.5,9.7,-1
EW,11.5,20.8,12.375,7.0,0
EXR,8.6875,20.4,16.208333333333332,4.0,0
F,14.916666666666666,27.1,10.375,2.4,-1
FBHS,10.5,24.1,14.916666666666666,3.8,-1
FCX,11.208333333333334,17.3,14.041666666666666,9.9,-1
FDS,11.333333333333334,17.7,13.25,5.6,-1
FDX,10.416666666666666,19.9,15.5,9.6,0
FE,8.416666666666666,14.9,16.958333333333332,12.8,-1
FIS,11.9375,17.9,14.833333333333334,8.3,-1
FLT,9.541666666666666,20.9,15.625,5.2,0
FMC,12.041666666666666,23.8,13.5,5.3,-1
FRC,10.166666666666666,22.7,12.916666666666666,5.5,-1
FRT,7.375,17.3,18.0,8.6,-1
FTV,10.583333333333334,23.6,14.833333333333334,4.5,1
GD,9.125,17.7,16.791666666666668,9.9,-1
GE,16.166666666666668,22.2,9.958333333333334,5.3,-1
GIS,12.875,13.3,13.875,10.2,-1
GL,12.583333333333334,24.0,14.666666666666666,5.0,-1
GLW,11.666666666666666,20.7,14.958333333333334,8.2,0
GM,10.916666666666666,23.7,13.541666666666666,4.1,1
GNRC,11.791666666666666,21.5,12.583333333333334,6.1,0
GPC,12.291666666666666,19.8,12.75,6.9,-1
GPN,11.1875,15.0,15.166666666666666,11.9,-1
GRMN,12.6875,21.3,14.958333333333334,6.3,-1
GS,10.875,20.2,15.083333333333334,7.4,0
GWW,10.958333333333334,21.8,13.958333333333334,6.7,-1
HAL,10.125,21.1,16.541666666666668,6.9,0
HCA,11.583333333333334,23.2,12.916666666666666,4.7,1
HD,14.875,23.6,11.125,5.0,-1
HES,8.041666666666666,17.4,15.5,9.3,-1
HIG,10.0,21.3,15.583333333333334,7.8,0
HII,9.125,22.0,14.791666666666666,5.6,-1
HLT,9.458333333333334,23.8,15.083333333333334,4.2,1
HPE,11.583333333333334,23.5,13.791666666666666,4.6,1
HPQ,10.375,19.8,14.083333333333334,6.8,0
HRL,8.708333333333334,18.7,13.5,8.6,-1
HSY,12.625,12.0,12.75,11.8,-1
HUM,9.583333333333334,16.5,16.125,9.4,-1
HWM,10.75,23.4,13.333333333333334,4.4,1
IBM,13.041666666666666,18.7,12.166666666666666,7.8,-1
ICE,8.145833333333334,22.4,17.291666666666668,5.8,-1
IEX,9.791666666666666,25.7,16.291666666666668,3.3,-1
IFF,11.208333333333334,25.4,13.791666666666666,3.7,-1
INVH,8.375,24.0,16.291666666666668,4.1,-1
IP,13.708333333333334,25.4,13.0,4.3,-1
IPG,15.458333333333334,19.0,11.708333333333334,4.9,-1
IQV,10.208333333333334,22.0,14.916666666666666,5.2,-1
IR,10.666666666666666,20.8,13.875,6.7,0
IRM,13.291666666666666,21.3,12.375,6.2,-1
IT,8.625,22.2,15.958333333333334,5.4,-1
ITW,15.708333333333334,20.8,11.875,7.4,-1
IVZ,12.291666666666666,23.3,14.833333333333334,4.6,-1
J,10.291666666666666,25.3,15.875,4.1,-1
JCI,11.125,22.2,14.833333333333334,5.2,1
JNJ,14.458333333333334,16.2,12.875,11.8,-1
JNPR,16.166666666666668,20.7,10.125,7.0,-1
JPM,12.791666666666666,21.2,11.875,7.3,-1
K,11.75,10.9,13.291666666666666,12.8,-1
KEY,12.0,21.1,13.125,7.6,0
KEYS,10.208333333333334,21.3,14.708333333333334,5.5,0
KIM,8.958333333333334,16.8,16.75,9.7,-1
KMB,13.916666666666666,24.3,10.791666666666666,3.8,-1
KMI,8.166666666666666,23.6,16.208333333333332,4.6,-1
KMX,9.5,19.8,13.791666666666666,5.5,0
KO,12.541666666666666,22.8,13.708333333333334,7.0,-1
KR,8.958333333333334,21.4,14.625,6.7,0
L,7.458333333333333,21.3,17.666666666666668,5.2,-1
LDOS,10.958333333333334,23.9,14.375,3.9,1
LEN,14.041666666666666,20.8,11.5,6.9,-1
LH,13.166666666666666,13.5,14.666666666666666,12.0,-1
LHX,13.291666666666666,18.9,11.75,6.6,-1
LIN,10.333333333333334,20.8,15.875,7.0,0
LLY,11.083333333333334,19.0,15.333333333333334,7.6,-1
LMT,7.583333333333333,22.3,16.458333333333332,4.3,-1
LNC,9.958333333333334,23.8,15.833333333333334,4.5,1
LOW,12.5,23.6,13.0,3.8,-1
LUMN,13.416666666666666,21.5,13.041666666666666,6.3,-1
LUV,15.125,18.1,10.541666666666666,11.3,-1
LVS,9.979166666666666,21.4,14.708333333333334,5.4,0
LW,8.291666666666666,19.0,14.791666666666666,8.5,-1
LYB,10.833333333333334,23.3,14.291666666666666,4.4,1
LYV,9.708333333333334,19.5,15.458333333333334,6.9,0
MA,9.166666666666666,24.1,16.291666666666668,3.8,1
MAA,9.666666666666666,16.3,16.083333333333332,10.6,-1
MAS,12.833333333333334,23.8,13.166666666666666,3.1,-1
MCD,10.125,15.8,17.416666666666668,8.7,-1
MCK,12.291666666666666,23.2,14.833333333333334,4.2,-1
MCO,8.625,16.4,18.75,10.1,-1
MDT,12.708333333333334,19.0,12.208333333333334,7.0,-1
MET,7.791666666666667,21.3,15.916666666666666,7.0,-1
MGM,10.791666666666666,22.7,15.375,4.8,1
MHK,12.708333333333334,25.7,13.625,2.8,-1
MKC,12.791666666666666,18.1,13.625,10.7,-1
MLM,10.5,20.9,14.583333333333334,5.6,0
MMC,12.541666666666666,22.9,12.833333333333334,5.5,-1
MMM,16.25,23.5,10.333333333333334,5.4,-1
MO,10.875,14.7,15.041666666666666,11.7,-1
MOH,8.020833333333334,26.4,18.375,2.6,-1
MOS,12.041666666666666,24.6,15.0,4.5,-1
MPC,9.083333333333334,21.1,15.875,5.7,0
MRK,9.666666666666666,17.8,14.458333333333334,7.7,-1
MRO,8.625,20.8,16.375,6.9,0
MS,13.125,16.8,13.375,9.9,-1
MSCI,9.125,20.9,16.166666666666668,6.0,0
MSI,10.708333333333334,20.0,14.125,7.1,0
MTB,11.208333333333334,16.5,12.458333333333334,9.5,-1
MTD,9.708333333333334,19.0,15.416666666666666,8.9,-1
NCLH,7.833333333333333,24.1,16.458333333333332,4.1,-1
NEE,11.583333333333334,8.8,14.333333333333334,17.4,-1
NEM,12.125,17.3,12.916666666666666,6.7,-1
NI,9.625,12.4,15.5,15.0,-1
NKE,12.041666666666666,16.1,12.333333333333334,9.3,-1
NOC,10.25,22.5,15.625,4.5,-1
NOW,9.916666666666666,22.4,14.375,4.9,-1
NRG,9.1875,12.9,15.75,9.6,-1
NSC,11.0,17.9,16.708333333333332,8.0,-1
NUE,10.125,19.8,16.375,6.1,0
NVR,12.541666666666666,23.1,13.958333333333334,6.2,-1
O,8.083333333333334,17.9,17.166666666666668,10.4,-1
OGN,11.458333333333334,20.3,13.291666666666666,6.4,0
OKE,6.125,19.9,18.166666666666668,6.8,-1
OMC,14.708333333333334,21.5,12.125,5.8,-1
ORCL,9.375,18.8,15.541666666666666,8.9,-1
OTIS,10.666666666666666,23.2,14.166666666666666,4.7,1
OXY,9.416666666666666,16.2,16.0,7.7,-1
PAYC,8.833333333333334,22.3,15.708333333333334,5.4,-1
PCG,8.833333333333334,18.5,17.166666666666668,8.5,-1
PEAK,9.75,15.9,16.208333333333332,8.7,-1
PEG,9.458333333333334,12.4,17.041666666666668,13.6,-1
PFE,14.333333333333334,24.3,11.333333333333334,4.0,-1
PG,12.333333333333334,18.3,13.541666666666666,8.9,-1
PGR,12.5,18.1,13.208333333333334,9.0,-1
PH,10.708333333333334,25.6,14.541666666666666,3.3,-1
PHM,14.041666666666666,19.9,11.625,8.7,-1
PKG,10.875,25.6,13.333333333333334,3.9,-1
PKI,14.041666666666666,19.2,13.5,7.5,-1
PLD,9.166666666666666,17.8,18.75,10.0,-1
PM,11.75,21.3,13.666666666666666,6.1,0
PNC,8.791666666666666,21.7,16.083333333333332,6.1,-1
PNR,13.375,20.4,13.166666666666666,9.2,-1
PNW,9.25,17.5,14.75,9.4,-1
PPG,11.916666666666666,22.3,13.458333333333334,6.7,0
PPL,6.708333333333333,16.1,18.583333333333332,9.7,-1
PRU,11.229166666666666,20.5,15.291666666666666,6.7,0
PSA,12.958333333333334,10.1,13.416666666666666,15.1,-1
PSX,9.625,20.0,15.166666666666666,7.3,0
PWR,11.0,17.6,15.0,9.1,-1
PXD,11.5,21.3,11.5,6.5,0
RCL,14.666666666666666,22.9,12.041666666666666,3.4,-1
RE,13.916666666666666,22.8,13.666666666666666,4.6,-1
RF,13.666666666666666,23.4,11.416666666666666,6.1,-1
RHI,16.208333333333332,23.2,11.208333333333334,4.0,-1
RJF,7.25,20.9,19.375,7.6,-1
RL,11.333333333333334,16.4,13.875,10.7,-1
RMD,12.583333333333334,12.4,10.875,12.2,-1
ROK,11.125,21.3,14.583333333333334,6.2,0
ROL,14.041666666666666,15.6,13.041666666666666,10.2,-1
ROP,10.208333333333334,26.7,15.458333333333334,2.5,-1
RSG,7.416666666666667,19.4,19.333333333333332,6.9,-1
RTX,11.916666666666666,20.0,13.625,6.5,-1
SCHW,9.958333333333334,20.5,15.666666666666666,7.2,0
SEE,15.041666666666666,20.3,10.208333333333334,7.4,-1
SHW,11.083333333333334,21.1,15.666666666666666,6.2,0
SJM,9.916666666666666,20.1,13.25,6.6,0
SLB,10.125,19.3,14.166666666666666,8.8,-1
SNA,12.625,21.8,11.958333333333334,5.8,-1
SO,11.916666666666666,13.8,13.958333333333334,14.3,-1
SPG,10.833333333333334,20.3,14.083333333333334,7.5,0
SPGI,10.041666666666666,18.5,17.833333333333332,7.5,-1
SRE,8.583333333333334,19.4,17.5,7.8,-1
STE,9.791666666666666,25.0,17.291666666666668,3.6,-1
STT,12.333333333333334,22.2,13.666666666666666,6.3,-1
STZ,12.5,19.3,14.208333333333334,8.5,-1
SWK,12.833333333333334,25.5,11.5,3.9,-1
SYF,10.958333333333334,23.5,14.041666666666666,4.2,1
SYK,13.041666666666666,19.3,14.083333333333334,9.3,-1
SYY,14.791666666666666,18.2,13.041666666666666,6.6,-1
T,15.625,13.6,9.958333333333334,11.0,-1
TAP,14.166666666666666,23.5,12.833333333333334,5.4,-1
TDG,9.5,23.7,15.041666666666666,4.3,1
TDY,11.25,20.9,14.458333333333334,7.2,0
TEL,11.291666666666666,23.0,14.125,4.6,1
TFC,14.833333333333334,19.2,10.333333333333334,8.5,-1
TFX,11.0,22.9,14.791666666666666,5.4,1
TGT,13.958333333333334,19.9,12.75,8.3,-1
TJX,13.541666666666666,17.2,13.833333333333334,9.2,-1
TMO,10.666666666666666,23.0,15.291666666666666,5.4,1
TPR,10.895833333333334,22.5,13.75,5.2,1
TRGP,7.458333333333333,23.5,16.666666666666668,4.3,-1
TRV,16.25,25.4,10.708333333333334,4.5,-1
TSN,16.916666666666668,20.6,8.875,4.8,-1
TT,11.625,25.4,14.125,3.8,-1
TWTR,10.333333333333334,21.4,14.291666666666666,5.9,0
TXT,13.208333333333334,20.6,11.583333333333334,6.9,-1
TYL,11.75,21.6,13.875,4.4,0
UDR,9.125,19.9,17.125,7.1,0
UHS,12.75,21.9,14.041666666666666,6.2,-1
UNH,11.25,14.1,15.291666666666666,10.0,-1
UNP,12.833333333333334,22.5,13.5,5.1,-1
UPS,11.208333333333334,19.7,15.958333333333334,7.8,0
URI,10.375,23.6,16.0,5.5,1
USB,13.958333333333334,17.0,11.0,9.4,-1
V,10.041666666666666,24.1,15.75,3.8,-1
VFC,12.083333333333334,20.7,14.916666666666666,6.7,0
VICI,10.041666666666666,19.9,14.833333333333334,6.7,0
VLO,9.75,21.0,15.875,7.5,0
VMC,13.833333333333334,24.2,11.833333333333334,5.0,-1
VNO,9.416666666666666,20.9,15.625,8.4,0
VTR,11.625,18.5,14.333333333333334,8.3,-1
VZ,17.541666666666668,16.1,8.625,12.1,-1
WAB,12.666666666666666,21.4,14.458333333333334,4.9,-1
WAT,14.833333333333334,19.3,11.666666666666666,7.4,-1
WEC,10.0,15.9,16.0,10.0,-1
WELL,8.958333333333334,18.8,15.166666666666666,6.8,-1
WFC,11.0,19.3,13.291666666666666,7.4,0
WHR,14.833333333333334,22.3,12.583333333333334,6.5,-1
WM,10.375,23.5,16.25,3.8,1
WMB,8.375,19.9,17.5,6.1,-1
WMT,11.5,11.3,12.458333333333334,14.2,-1
WRB,10.75,16.4,14.916666666666666,10.1,-1
WRK,10.875,23.7,14.0,4.5,1
WST,13.333333333333334,23.6,10.916666666666666,5.4,-1
WY,12.458333333333334,23.4,14.208333333333334,5.6,-1
XOM,8.708333333333334,18.9,16.333333333333332,8.7,-1
XYL,9.75,23.7,15.375,4.5,1
YUM,11.125,16.0,14.833333333333334,7.2,-1
ZBH,13.229166666666666,23.6,13.833333333333334,4.9,-1
ZTS,11.708333333333334,22.8,13.958333333333334,5.1,1
